"","Style","Brewery_id","Beer_Name","Beer_ID","ABV","IBU","Ounces","Brewery_Name","City","State"
"667","American Pale Ale (APA)",111,"Consilium",2414,0.05,40,12,"Renegade Brewing Company","Denver"," CO"
"668","Russian Imperial Stout",111,"Hammer & Sickle",1581,0.09,60,12,"Renegade Brewing Company","Denver"," CO"
"669","American IPA",111,"Redacted Rye IPA",1176,0.07,100,16,"Renegade Brewing Company","Denver"," CO"
"670","American Double / Imperial IPA",111,"Elevation Triple India Pale Ale",1006,0.099,100,12,"Renegade Brewing Company","Denver"," CO"
"671","American Blonde Ale",111,"5:00 O'Clock Afternoon Ale",1005,0.05,25,16,"Renegade Brewing Company","Denver"," CO"
"672","American IPA",111,"Ryeteous Rye IPA (2012)",636,0.07,100,16,"Renegade Brewing Company","Denver"," CO"
"673","Cream Ale",112,"Cali Creamin'",2413,0.052,21,12,"Mother Earth Brew Company","Vista"," CA"
"674","American Blonde Ale",113,"Deception",2412,0.045,16,12,"Black Market Brewing Company","Temecula"," CA"
"675","American IPA",113,"Blackmarket Rye IPA",1898,0.075,35,12,"Black Market Brewing Company","Temecula"," CA"
"676","Hefeweizen",113,"Black Market Hefeweizen",1897,0.05,8,12,"Black Market Brewing Company","Temecula"," CA"
"677","American Pale Ale (APA)",113,"Aftermath Pale Ale",1896,0.058,44,12,"Black Market Brewing Company","Temecula"," CA"
"680","American IPA",116,"Rule G IPA",2407,0.07,88,12,"Smartmouth Brewing Company","Norfolk"," VA"
"681","American Amber / Red Ale",116,"Murphy's Law",2406,0.058,35,12,"Smartmouth Brewing Company","Norfolk"," VA"
"682","Saison / Farmhouse Ale",116,"Alter Ego ",2405,0.062,33,12,"Smartmouth Brewing Company","Norfolk"," VA"
"683","American Pilsner",117,"Hop in the ‘Pool Helles",2404,0.049,22,12,"Base Camp Brewing Co.","Portland"," OR"
"684","American IPA",117,"Ultra Gnar Gnar IPA",2323,0.067,60,12,"Base Camp Brewing Co.","Portland"," OR"
"685","American Pale Lager",117,"In-Tents India Pale Lager",2189,0.068,62,12,"Base Camp Brewing Co.","Portland"," OR"
"686","Witbier",117,"Lost Meridian Wit",2188,0.05,20,12,"Base Camp Brewing Co.","Portland"," OR"
"687","Euro Dark Lager",117,"Celestial Meridian Cascadian Dark Lager",2187,0.051,45,12,"Base Camp Brewing Co.","Portland"," OR"
"688","American Pilsner",118,"P-Town Pilsner",2403,0.04,20,12,"Alameda Brewing","Portland"," OR"
"689","American Pale Ale (APA)",118,"Klickitat Pale Ale",2402,0.053,36,12,"Alameda Brewing","Portland"," OR"
"690","American Double / Imperial IPA",118,"Yellow Wolf Imperial IPA",2401,0.082,103,12,"Alameda Brewing","Portland"," OR"
"691","American Pale Ale (APA)",119,"Pine Belt Pale Ale",2387,0.065,45,12,"Southern Star Brewing Company","Conroe"," TX"
"693","Bière de Garde",119,"Le Mort Vivant",1740,0.069,23,12,"Southern Star Brewing Company","Conroe"," TX"
